circID	chr	start	end	geneID	strand
1__205616478__205623891__ENSG00000158711	1	205616478	205623891	ENSG00000158711	-
10__7797047__7802854__ENSG00000165629	10	7797047	7802854	ENSG00000165629	+
4__128992167__129003876__ENSG00000151466	4	128992167	129003876	ENSG00000151466	-
5__168488602__168494650__ENSG00000113643	5	168488602	168494650	ENSG00000113643	+
14__99257471__99257839__ENSG00000127152	14	99257471	99257839	ENSG00000127152	-
7__158788004__158799072__ENSG00000117868	7	158788004	158799072	ENSG00000117868	-
1__7777160__7778169__ENSG00000049245	1	7777160	7778169	ENSG00000049245	+
15__100564692__100565265__ENSG00000140471	15	100564692	100565265	ENSG00000140471	-
1__155853276__155853806__ENSG00000116580	1	155853276	155853806	ENSG00000116580	-
9__37126312__37126942__ENSG00000147905	9	37126312	37126942	ENSG00000147905	+
1__117402186__117414831__ENSG00000198162	1	117402186	117414831	ENSG00000198162	+
3__196391813__196403019__ENSG00000163960	3	196391813	196403019	ENSG00000163960	-
15__58912563__58916999__ENSG00000137776	15	58912563	58916999	ENSG00000137776	-
11__108267171__108267342__ENSG00000149311	11	108267171	108267342	ENSG00000149311	+
2__230442937__230450255__ENSG00000067066	2	230442937	230450255	ENSG00000067066	+
4__87195324__87195690__ENSG00000145332	4	87195324	87195690	ENSG00000145332	-
11__108227595__108229323__ENSG00000149311	11	108227595	108229323	ENSG00000149311	+
19__21033456__21034184__ENSG00000118620	19	21033456	21034184	ENSG00000118620	+
5__65567513__65572286__ENSG00000113593	5	65567513	65572286	ENSG00000113593	+
20__58438945__58441083__ENSG00000124164	20	58438945	58441083	ENSG00000124164	+
X__118584735__118590302__ENSG00000147251	X	118584735	118590302	ENSG00000147251	+
3__16301626__16302748__ENSG00000154814	3	16301626	16302748	ENSG00000154814	+
1__117402186__117405645__ENSG00000198162	1	117402186	117405645	ENSG00000198162	+
6__138943513__138944622__ENSG00000135597	6	138943513	138944622	ENSG00000135597	-
11__77619606__77625818__ENSG00000074201	11	77619606	77625818	ENSG00000074201	-
10__84417771__84425893__ENSG00000107771	10	84417771	84425893	ENSG00000107771	+
13__99238427__99244624__ENSG00000134882	13	99238427	99244624	ENSG00000134882	+
15__80120328__80122800__ENSG00000086666	15	80120328	80122800	ENSG00000086666	+
21__15762891__15766141__ENSG00000155313	21	15762891	15766141	ENSG00000155313	+
9__121161856__121166180__ENSG00000119397	9	121161856	121166180	ENSG00000119397	+
Y__19587210__19587507__ENSG00000131002	Y	19587210	19587507	ENSG00000131002	+
12__116230533__116237705__ENSG00000123066	12	116230533	116237705	ENSG00000123066	-
12__28305649__28307749__ENSG00000123106	12	28305649	28307749	ENSG00000123106	+
3__56627037__56628614__ENSG00000163946	3	56627037	56628614	ENSG00000163946	-
8__30101898__30104486__ENSG00000104660	8	30101898	30104486	ENSG00000104660	+
3__56566594__56567053__ENSG00000180376	3	56566594	56567053	ENSG00000180376	+
12__28255581__28307749__ENSG00000123106	12	28255581	28307749	ENSG00000123106	+
14__39179091__39179462__ENSG00000100941	14	39179091	39179462	ENSG00000100941	+
1__35358925__35361789__ENSG00000146463	1	35358925	35361789	ENSG00000146463	+
16__68121987__68123121__ENSG00000072736	16	68121987	68123121	ENSG00000072736	+
20__32366384__32369123__ENSG00000171456	20	32366384	32369123	ENSG00000171456	+
1__41070595__41075451__ENSG00000010803	1	41070595	41075451	ENSG00000010803	-
2__61522611__61533903__ENSG00000082898	2	61522611	61533903	ENSG00000082898	-
14__96833467__96860735__ENSG00000100749	14	96833467	96860735	ENSG00000100749	+
4__77773081__77776392__ENSG00000138767	4	77773081	77776392	ENSG00000138767	-
19__29985223__29986417__ENSG00000105176	19	29985223	29986417	ENSG00000105176	+
22__32478981__32479275__ENSG00000100225	22	32478981	32479275	ENSG00000100225	+
3__170136419__170149244__ENSG00000173889	3	170136419	170149244	ENSG00000173889	-
9__131506114__131506453__ENSG00000130714	9	131506114	131506453	ENSG00000130714	+
3__149846011__149921227__ENSG00000082996	3	149846011	149921227	ENSG00000082996	+
11__130260856__130261929__ENSG00000196323	11	130260856	130261929	ENSG00000196323	-
2__61522611__61526521__ENSG00000082898	2	61522611	61526521	ENSG00000082898	-
1__26942660__26943065__ENSG00000090273	1	26942660	26943065	ENSG00000090273	+
19__52282111__52283413__ENSG00000196214	19	52282111	52283413	ENSG00000196214	+
7__92294889__92327900__ENSG00000001629	7	92294889	92327900	ENSG00000001629	+
5__139600372__139614966__ENSG00000131508	5	139600372	139614966	ENSG00000131508	+
1__52515891__52526373__ENSG00000134744	1	52515891	52526373	ENSG00000134744	-
9__85618983__85633374__ENSG00000135049	9	85618983	85633374	ENSG00000135049	-
15__25405461__25411971__ENSG00000114062	15	25405461	25411971	ENSG00000114062	-
9__33971651__33973237__ENSG00000137073	9	33971651	33973237	ENSG00000137073	-
7__23611171__23611553__ENSG00000169193	7	23611171	23611553	ENSG00000169193	+
11__108227595__108235834__ENSG00000149311	11	108227595	108235834	ENSG00000149311	+
5__56864734__56865977__ENSG00000095015	5	56864734	56865977	ENSG00000095015	+
8__37765526__37766355__ENSG00000147471	8	37765526	37766355	ENSG00000147471	+
19__8455405__8463686__ENSG00000099783	19	8455405	8463686	ENSG00000099783	+
1__117402186__117442325__ENSG00000198162	1	117402186	117442325	ENSG00000198162	+
6__13579451__13584225__ENSG00000124523	6	13579451	13584225	ENSG00000124523	+
6__116698704__116705160__ENSG00000196911	6	116698704	116705160	ENSG00000196911	+
5__21491321__21497196__ENSG00000183666	5	21491321	21497196	ENSG00000183666	+
10__110124017__110130486__ENSG00000148700	10	110124017	110130486	ENSG00000148700	+
5__57246300__57251141__ENSG00000062194	5	57246300	57251141	ENSG00000062194	+
1__23030469__23050520__ENSG00000004487	1	23030469	23050520	ENSG00000004487	+
7__100023419__100024307__ENSG00000106261	7	100023419	100024307	ENSG00000106261	+
1__9931891__9934860__ENSG00000162441	1	9931891	9934860	ENSG00000162441	-
3__5174017__5174414__ENSG00000134108	3	5174017	5174414	ENSG00000134108	+
16__27213585__27215008__ENSG00000155666	16	27213585	27215008	ENSG00000155666	+
18__24064140__24069271__ENSG00000168234	18	24064140	24069271	ENSG00000168234	+
16__31722626__31723353__ENSG00000197302	16	31722626	31723353	ENSG00000197302	+
11__77683710__77693611__ENSG00000048649	11	77683710	77693611	ENSG00000048649	-
3__67495798__67508903__ENSG00000172340	3	67495798	67508903	ENSG00000172340	-
10__15816835__15847943__ENSG00000148481	10	15816835	15847943	ENSG00000148481	-
1__1223244__1223968__ENSG00000078808	1	1223244	1223968	ENSG00000078808	-
8__38114192__38119363__ENSG00000129691	8	38114192	38119363	ENSG00000129691	+
12__120782655__120784593__ENSG00000157837	12	120782655	120784593	ENSG00000157837	-
1__92333391__92380873__ENSG00000122484	1	92333391	92380873	ENSG00000122484	+
10__15833630__15847943__ENSG00000148481	10	15833630	15847943	ENSG00000148481	-
13__50927407__50949505__ENSG00000136104	13	50927407	50949505	ENSG00000136104	+
10__101667886__101676436__ENSG00000107829	10	101667886	101676436	ENSG00000107829	-
15__41668828__41669958__ENSG00000174197	15	41668828	41669958	ENSG00000174197	+
4__48369849__48383784__ENSG00000109171	4	48369849	48383784	ENSG00000109171	+
15__62007308__62013992__ENSG00000129003	15	62007308	62013992	ENSG00000129003	-
12__69800209__69801721__ENSG00000127328	12	69800209	69801721	ENSG00000127328	+
16__69370483__69372355__ENSG00000132604	16	69370483	69372355	ENSG00000132604	-
2__99169550__99171429__ENSG00000158411	2	99169550	99171429	ENSG00000158411	-
20__36911218__36912552__ENSG00000101347	20	36911218	36912552	ENSG00000101347	-
5__103096541__103097781__ENSG00000145723	5	103096541	103097781	ENSG00000145723	-
18__76849526__76851939__ENSG00000130856	18	76849526	76851939	ENSG00000130856	+
11__108176246__108177090__ENSG00000149308	11	108176246	108177090	ENSG00000149308	-
2__37316237__37317179__ENSG00000115825	2	37316237	37317179	ENSG00000115825	-
14__39276934__39279537__ENSG00000150527	14	39276934	39279537	ENSG00000150527	+
14__102040236__102040673__ENSG00000197102	14	102040236	102040673	ENSG00000197102	+
12__46229153__46254936__ENSG00000111371	12	46229153	46254936	ENSG00000111371	-
4__53414615__53428183__ENSG00000145216	4	53414615	53428183	ENSG00000145216	+
X__53403566__53403893__ENSG00000072501	X	53403566	53403893	ENSG00000072501	-
5__50402286__50411383__ENSG00000170571	5	50402286	50411383	ENSG00000170571	-
11__77624963__77625818__ENSG00000074201	11	77624963	77625818	ENSG00000074201	-
9__135881633__135883078__ENSG00000130559	9	135881633	135883078	ENSG00000130559	-
7__72890627__72891110__ENSG00000196313	7	72890627	72891110	ENSG00000196313	+
1__20770930__20773610__ENSG00000127483	1	20770930	20773610	ENSG00000127483	-
6__13632370__13644729__ENSG00000010017	6	13632370	13644729	ENSG00000010017	-
X__101041317__101042312__ENSG00000188917	X	101041317	101042312	ENSG00000188917	-
1__29154696__29154910__ENSG00000116350	1	29154696	29154910	ENSG00000116350	-
X__118542725__118546116__ENSG00000147251	X	118542725	118546116	ENSG00000147251	+
4__73090667__73092300__ENSG00000132466	4	73090667	73092300	ENSG00000132466	-
15__44331988__44338317__ENSG00000166734	15	44331988	44338317	ENSG00000166734	+
10__110124017__110132400__ENSG00000148700	10	110124017	110132400	ENSG00000148700	+
19__21405129__21405856__ENSG00000196268	19	21405129	21405856	ENSG00000196268	+
11__33286413__33287511__ENSG00000110422	11	33286413	33287511	ENSG00000110422	+
9__93471141__93498886__ENSG00000048828	9	93471141	93498886	ENSG00000048828	+
5__109713520__109729513__ENSG00000112893	5	109713520	109729513	ENSG00000112893	+
19__47264603__47264946__ENSG00000105321	19	47264603	47264946	ENSG00000105321	+
1__66891154__66905375__ENSG00000152763	1	66891154	66905375	ENSG00000152763	-
19__40583398__40583717__ENSG00000160410	19	40583398	40583717	ENSG00000160410	+
9__121161856__121162271__ENSG00000119397	9	121161856	121162271	ENSG00000119397	+
6__144537582__144539443__ENSG00000152818	6	144537582	144539443	ENSG00000152818	+
15__32526813__32533368__ENSG00000223509	15	32526813	32533368	ENSG00000223509	-
2__88801099__88804880__ENSG00000230006	2	88801099	88804880	ENSG00000230006	+
18__9524594__9525851__ENSG00000017797	18	9524594	9525851	ENSG00000017797	+
19__12928342__12928847__ENSG00000179115	19	12928342	12928847	ENSG00000179115	-
Y__2953909__2961646__ENSG00000067646	Y	2953909	2961646	ENSG00000067646	+
5__154033791__154034967__ENSG00000055147	5	154033791	154034967	ENSG00000055147	-
17__59353215__59353526__ENSG00000175155	17	59353215	59353526	ENSG00000175155	+
3__158122103__158123991__ENSG00000174891	3	158122103	158123991	ENSG00000174891	+
1__58506060__58536741__ENSG00000162600	1	58506060	58536741	ENSG00000162600	-
11__108301648__108304852__ENSG00000149311	11	108301648	108304852	ENSG00000149311	+
14__32090502__32094386__ENSG00000100852	14	32090502	32094386	ENSG00000100852	+
19__18539371__18539720__ENSG00000105701	19	18539371	18539720	ENSG00000105701	-
3__170145423__170149244__ENSG00000173889	3	170145423	170149244	ENSG00000173889	-
10__48401612__48410168__ENSG00000107643	10	48401612	48410168	ENSG00000107643	+
1__36361221__36362656__ENSG00000196182	1	36361221	36362656	ENSG00000196182	-
7__155665175__155680908__ENSG00000184863	7	155665175	155680908	ENSG00000184863	+
3__31576396__31580096__ENSG00000163527	3	31576396	31580096	ENSG00000163527	+
21__44855210__44861271__ENSG00000183255	21	44855210	44861271	ENSG00000183255	-
18__32111754__32113860__ENSG00000134758	18	32111754	32113860	ENSG00000134758	+
8__27294080__27294310__ENSG00000104228	8	27294080	27294310	ENSG00000104228	-
3__33684359__33696933__ENSG00000163539	3	33684359	33696933	ENSG00000163539	-
8__67251299__67259926__ENSG00000066777	8	67251299	67259926	ENSG00000066777	-
14__91797785__91802421__ENSG00000165929	14	91797785	91802421	ENSG00000165929	-
6__4891713__4892379__ENSG00000153046	6	4891713	4892379	ENSG00000153046	+
5__34179013__34182867__ENSG00000215158	5	34179013	34182867	ENSG00000215158	-
14__22906195__22911403__ENSG00000100461	14	22906195	22911403	ENSG00000100461	-
1__113834910__113855049__ENSG00000134242	1	113834910	113855049	ENSG00000134242	-
3__134188837__134195182__ENSG00000163785	3	134188837	134195182	ENSG00000163785	-
X__135545423__135556300__ENSG00000165359	X	135545423	135556300	ENSG00000165359	+
14__50150008__50150230__ENSG00000100485	14	50150008	50150230	ENSG00000100485	-
18__58696366__58700591__ENSG00000172175	18	58696366	58700591	ENSG00000172175	+
10__68959806__68960249__ENSG00000165732	10	68959806	68960249	ENSG00000165732	+
6__75702645__75703072__ENSG00000112701	6	75702645	75703072	ENSG00000112701	+
11__77619606__77629899__ENSG00000074201	11	77619606	77629899	ENSG00000074201	-
6__82214227__82214829__ENSG00000005700	6	82214227	82214829	ENSG00000005700	-
10__110964125__110985765__ENSG00000108061	10	110964125	110985765	ENSG00000108061	+
17__29684563__29703062__ENSG00000141298	17	29684563	29703062	ENSG00000141298	-
2__226864604__226867318__ENSG00000144468	2	226864604	226867318	ENSG00000144468	+
2__106145190__106166083__ENSG00000115652	2	106145190	106166083	ENSG00000115652	-
4__102714438__102726683__ENSG00000109323	4	102714438	102726683	ENSG00000109323	-
3__101671130__101672213__ENSG00000066422	3	101671130	101672213	ENSG00000066422	-
20__41533050__41551360__ENSG00000124177	20	41533050	41551360	ENSG00000124177	-
19__39453356__39453521__ENSG00000196235	19	39453356	39453521	ENSG00000196235	+
2__30525587__30533314__ENSG00000172954	2	30525587	30533314	ENSG00000172954	+
19__5604583__5604936__ENSG00000130254	19	5604583	5604936	ENSG00000130254	-
3__107710452__107716849__ENSG00000114439	3	107710452	107716849	ENSG00000114439	+
13__77719532__77753358__ENSG00000139737	13	77719532	77753358	ENSG00000139737	+
6__147205971__147239270__ENSG00000164506	6	147205971	147239270	ENSG00000164506	+
15__65178934__65180204__ENSG00000166855	15	65178934	65180204	ENSG00000166855	-
15__89113725__89116521__ENSG00000140526	15	89113725	89116521	ENSG00000140526	+
4__36228582__36229645__ENSG00000047365	4	36228582	36229645	ENSG00000047365	-
17__49311312__49312042__ENSG00000198740	17	49311312	49312042	ENSG00000198740	-
5__171392710__171392978__ENSG00000181163	5	171392710	171392978	ENSG00000181163	+
21__37420299__37421866__ENSG00000157540	21	37420299	37421866	ENSG00000157540	+
1__20757166__20773610__ENSG00000127483	1	20757166	20773610	ENSG00000127483	-
15__84680713__84691644__ENSG00000140612	15	84680713	84691644	ENSG00000140612	-
7__64543707__64544432__ENSG00000173041	7	64543707	64544432	ENSG00000173041	-
17__59731421__59738947__ENSG00000062716	17	59731421	59738947	ENSG00000062716	+
5__65988635__65994864__ENSG00000112851	5	65988635	65994864	ENSG00000112851	+
8__102360071__102361626__ENSG00000104517	8	102360071	102361626	ENSG00000104517	-
12__121780872__121781192__ENSG00000139725	12	121780872	121781192	ENSG00000139725	-
5__109713520__109716264__ENSG00000112893	5	109713520	109716264	ENSG00000112893	+
8__132722040__132757294__ENSG00000165071	8	132722040	132757294	ENSG00000165071	-
10__46795806__46798168__ENSG00000204177	10	46795806	46798168	ENSG00000204177	+
X__77652114__77656653__ENSG00000085224	X	77652114	77656653	ENSG00000085224	-
18__21765772__21779685__ENSG00000101752	18	21765772	21779685	ENSG00000101752	+
22__45178238__45178900__ENSG00000093000	22	45178238	45178900	ENSG00000093000	+
12__28305649__28391411__ENSG00000123106	12	28305649	28391411	ENSG00000123106	+
10__49500538__49506012__ENSG00000225830	10	49500538	49506012	ENSG00000225830	-
9__85669485__85712566__ENSG00000135049	9	85669485	85712566	ENSG00000135049	-
2__238182065__238185287__ENSG00000132323	2	238182065	238185287	ENSG00000132323	-
2__72718103__72733118__ENSG00000144036	2	72718103	72733118	ENSG00000144036	-
2__48328561__48346751__ENSG00000170802	2	48328561	48346751	ENSG00000170802	+
14__49825867__49831361__ENSG00000165525	14	49825867	49831361	ENSG00000165525	-
10__5794885__5800705__ENSG00000057608	10	5794885	5800705	ENSG00000057608	-
2__135631718__135639122__ENSG00000048991	2	135631718	135639122	ENSG00000048991	+
17__4282798__4296814__ENSG00000132388	17	4282798	4296814	ENSG00000132388	-
19__19492306__19492712__ENSG00000167491	19	19492306	19492712	ENSG00000167491	+
14__21230319__21234229__ENSG00000092199	14	21230319	21234229	ENSG00000092199	-
1__230954333__230961303__ENSG00000143643	1	230954333	230961303	ENSG00000143643	-
9__96458379__96465778__ENSG00000130956	9	96458379	96465778	ENSG00000130956	+
7__158869855__158876691__ENSG00000126870	7	158869855	158876691	ENSG00000126870	+
12__120154970__120155719__ENSG00000089154	12	120154970	120155719	ENSG00000089154	-
2__196139620__196146055__ENSG00000081320	2	196139620	196146055	ENSG00000081320	-
8__141253989__141254629__ENSG00000022567	8	141253989	141254629	ENSG00000022567	-
7__118185647__118188405__ENSG00000128534	7	118185647	118188405	ENSG00000128534	+
9__96458379__96458541__ENSG00000130956	9	96458379	96458541	ENSG00000130956	+
7__129014979__129018157__ENSG00000064419	7	129014979	129018157	ENSG00000064419	-
9__37126312__37147445__ENSG00000147905	9	37126312	37147445	ENSG00000147905	+
17__78004170__78031842__ENSG00000078687	17	78004170	78031842	ENSG00000078687	+
7__24623666__24668660__ENSG00000105926	7	24623666	24668660	ENSG00000105926	+
15__75859878__75873568__ENSG00000140367	15	75859878	75873568	ENSG00000140367	+
3__67495798__67498295__ENSG00000172340	3	67495798	67498295	ENSG00000172340	-
3__3156219__3174261__ENSG00000113851	3	3156219	3174261	ENSG00000113851	-
4__76144149__76144473__ENSG00000138750	4	76144149	76144473	ENSG00000138750	-
5__131677703__131709272__ENSG00000217128	5	131677703	131709272	ENSG00000217128	-
21__39206108__39212707__ENSG00000185658	21	39206108	39212707	ENSG00000185658	-
9__133412299__133412921__ENSG00000148300	9	133412299	133412921	ENSG00000148300	-
4__102304317__102315830__ENSG00000138821	4	102304317	102315830	ENSG00000138821	-
6__35312302__35312772__ENSG00000023892	6	35312302	35312772	ENSG00000023892	+
1__151166934__151167414__ENSG00000163156	1	151166934	151167414	ENSG00000163156	+
9__93471141__93476338__ENSG00000048828	9	93471141	93476338	ENSG00000048828	+
12__46239679__46254936__ENSG00000111371	12	46239679	46254936	ENSG00000111371	-
3__141553857__141559995__ENSG00000155903	3	141553857	141559995	ENSG00000155903	+
2__190900564__190924593__ENSG00000115419	2	190900564	190924593	ENSG00000115419	+
12__100282943__100298175__ENSG00000136021	12	100282943	100298175	ENSG00000136021	+
2__230357805__230361697__ENSG00000185404	2	230357805	230361697	ENSG00000185404	+
2__97198463__97202393__ENSG00000135976	2	97198463	97202393	ENSG00000135976	+
15__64974602__64983593__ENSG00000090487	15	64974602	64983593	ENSG00000090487	-
1__180003174__180006567__ENSG00000135837	1	180003174	180006567	ENSG00000135837	+
9__83682951__83686155__ENSG00000135018	9	83682951	83686155	ENSG00000135018	-
16__11846501__11847806__ENSG00000171490	16	11846501	11847806	ENSG00000171490	-
3__171188702__171194635__ENSG00000154310	3	171188702	171194635	ENSG00000154310	-
1__70292388__70315566__ENSG00000118454	1	70292388	70315566	ENSG00000118454	-
3__47097955__47106120__ENSG00000181555	3	47097955	47106120	ENSG00000181555	-
12__69589485__69592159__ENSG00000166226	12	69589485	69592159	ENSG00000166226	+
6__36524341__36540207__ENSG00000112079	6	36524341	36540207	ENSG00000112079	-
1__113829592__113834439__ENSG00000134242	1	113829592	113834439	ENSG00000134242	-
3__141512163__141540609__ENSG00000155903	3	141512163	141540609	ENSG00000155903	+
16__69695136__69695379__ENSG00000102908	16	69695136	69695379	ENSG00000102908	+
5__176943335__176958154__ENSG00000087206	5	176943335	176958154	ENSG00000087206	-
12__28255581__28259442__ENSG00000123106	12	28255581	28259442	ENSG00000123106	+
2__84870225__84870785__ENSG00000186854	2	84870225	84870785	ENSG00000186854	-
7__5641154__5652510__ENSG00000011275	7	5641154	5652510	ENSG00000011275	-
7__27785163__27785489__ENSG00000106052	7	27785163	27785489	ENSG00000106052	+
3__197814908__197820430__ENSG00000186001	3	197814908	197820430	ENSG00000186001	+
5__66053406__66054951__ENSG00000112851	5	66053406	66054951	ENSG00000112851	+
1__155675010__155679512__ENSG00000163374	1	155675010	155679512	ENSG00000163374	-
2__147896301__147899898__ENSG00000121989	2	147896301	147899898	ENSG00000121989	+
10__17704431__17705741__ENSG00000136738	10	17704431	17705741	ENSG00000136738	+
16__88027483__88038011__ENSG00000172530	16	88027483	88038011	ENSG00000172530	+
10__110596398__110598290__ENSG00000108055	10	110596398	110598290	ENSG00000108055	+
2__147972739__147975975__ENSG00000115947	2	147972739	147975975	ENSG00000115947	-
21__36247517__36248568__ENSG00000142197	21	36247517	36248568	ENSG00000142197	+
1__172551512__172557794__ENSG00000094975	1	172551512	172557794	ENSG00000094975	+
9__20413721__20414425__ENSG00000171843	9	20413721	20414425	ENSG00000171843	-
10__27142387__27145590__ENSG00000136758	10	27142387	27145590	ENSG00000136758	-
14__91342380__91343657__ENSG00000015133	14	91342380	91343657	ENSG00000015133	-
14__91797785__91813825__ENSG00000165929	14	91797785	91813825	ENSG00000165929	-
17__45475100__45475726__ENSG00000225190	17	45475100	45475726	ENSG00000225190	-
10__84371014__84373815__ENSG00000107771	10	84371014	84373815	ENSG00000107771	+
10__43154897__43158931__ENSG00000169826	10	43154897	43158931	ENSG00000169826	+
11__86022367__86031611__ENSG00000073921	11	86022367	86031611	ENSG00000073921	-
16__30496097__30496566__ENSG00000005844	16	30496097	30496566	ENSG00000005844	+
1__33294937__33295305__ENSG00000160094	1	33294937	33295305	ENSG00000160094	+
10__26500819__26503274__ENSG00000077420	10	26500819	26503274	ENSG00000077420	+
3__43299754__43303792__ENSG00000163788	3	43299754	43303792	ENSG00000163788	+
4__127921524__127939997__ENSG00000164073	4	127921524	127939997	ENSG00000164073	-
6__30650994__30651466__ENSG00000204564	6	30650994	30651466	ENSG00000204564	+
8__73673107__73688813__ENSG00000040341	8	73673107	73688813	ENSG00000040341	-
1__45640210__45642499__ENSG00000159592	1	45640210	45642499	ENSG00000159592	-
11__128484823__128490576__ENSG00000134954	11	128484823	128490576	ENSG00000134954	-
8__42325970__42329214__ENSG00000104365	8	42325970	42329214	ENSG00000104365	+
18__12999421__13019206__ENSG00000101639	18	12999421	13019206	ENSG00000101639	+
13__41369090__41372830__ENSG00000172766	13	41369090	41372830	ENSG00000172766	+
5__139614586__139614966__ENSG00000131508	5	139614586	139614966	ENSG00000131508	+
18__9195551__9221999__ENSG00000101745	18	9195551	9221999	ENSG00000101745	+
4__37631385__37638504__ENSG00000181826	4	37631385	37638504	ENSG00000181826	-
7__6814764__6823360__ENSG00000146574	7	6814764	6823360	ENSG00000146574	-
11__96091892__96093517__ENSG00000184384	11	96091892	96093517	ENSG00000184384	-
6__116689320__116705160__ENSG00000196911	6	116689320	116705160	ENSG00000196911	+
10__7276892__7285954__ENSG00000198879	10	7276892	7285954	ENSG00000198879	-
X__150736595__150737448__ENSG00000063601	X	150736595	150737448	ENSG00000063601	+
7__24623666__24650712__ENSG00000105926	7	24623666	24650712	ENSG00000105926	+
4__38089932__38103157__ENSG00000065882	4	38089932	38103157	ENSG00000065882	+
12__123586747__123590449__ENSG00000086598	12	123586747	123590449	ENSG00000086598	+
8__28155942__28162078__ENSG00000134014	8	28155942	28162078	ENSG00000134014	+
16__1809238__1809833__ENSG00000063854	16	1809238	1809833	ENSG00000063854	-
2__202755538__202759353__ENSG00000138439	2	202755538	202759353	ENSG00000138439	+
1__180984677__180993425__ENSG00000135823	1	180984677	180993425	ENSG00000135823	-
4__39837856__39842056__ENSG00000121892	4	39837856	39842056	ENSG00000121892	-
11__34071726__34076642__ENSG00000135387	11	34071726	34076642	ENSG00000135387	+
15__92996957__93002317__ENSG00000173575	15	92996957	93002317	ENSG00000173575	+
12__69251129__69262562__ENSG00000111605	12	69251129	69262562	ENSG00000111605	+
1__31915895__31919658__ENSG00000184007	1	31915895	31919658	ENSG00000184007	-
7__30550636__30574881__ENSG00000196295	7	30550636	30574881	ENSG00000196295	-
3__56660731__56673725__ENSG00000163946	3	56660731	56673725	ENSG00000163946	-
15__44550876__44551522__ENSG00000104131	15	44550876	44551522	ENSG00000104131	+
5__171391305__171392978__ENSG00000181163	5	171391305	171392978	ENSG00000181163	+
11__108327645__108332037__ENSG00000149311	11	108327645	108332037	ENSG00000149311	+
3__119500695__119504021__ENSG00000113845	3	119500695	119504021	ENSG00000113845	+
15__92996957__92998621__ENSG00000173575	15	92996957	92998621	ENSG00000173575	+
1__103565435__103575540__ENSG00000240038	1	103565435	103575540	ENSG00000240038	+
8__47396376__47407961__ENSG00000164808	8	47396376	47407961	ENSG00000164808	+
1__112653598__112659779__ENSG00000116489	1	112653598	112659779	ENSG00000116489	+
8__42048378__42049707__ENSG00000083168	8	42048378	42049707	ENSG00000083168	-
9__37424845__37426654__ENSG00000137106	9	37424845	37426654	ENSG00000137106	+
17__36952886__36953907__ENSG00000275700	17	36952886	36953907	ENSG00000275700	+
11__73707420__73718718__ENSG00000175582	11	73707420	73718718	ENSG00000175582	-
3__197865423__197875775__ENSG00000186001	3	197865423	197875775	ENSG00000186001	+
17__47402132__47414919__ENSG00000178852	17	47402132	47414919	ENSG00000178852	+
1__185214507__185231708__ENSG00000116668	1	185214507	185231708	ENSG00000116668	+
1__154172908__154173201__ENSG00000143549	1	154172908	154173201	ENSG00000143549	-
11__59658866__59659469__ENSG00000166889	11	59658866	59659469	ENSG00000166889	-
12__42210355__42210680__ENSG00000015153	12	42210355	42210680	ENSG00000015153	-
