circID	chr	start	end	geneID	strand
11__108227595__108235834__ENSG00000149311	11	108227595	108235834	ENSG00000149311	+
7__155672867__155680908__ENSG00000184863	7	155672867	155680908	ENSG00000184863	+
21__15762891__15766141__ENSG00000155313	21	15762891	15766141	ENSG00000155313	+
16__30483827__30484263__ENSG00000005844	16	30483827	30484263	ENSG00000005844	+
20__58438945__58441083__ENSG00000124164	20	58438945	58441083	ENSG00000124164	+
1__117402186__117414831__ENSG00000198162	1	117402186	117414831	ENSG00000198162	+
1__117402186__117405645__ENSG00000198162	1	117402186	117405645	ENSG00000198162	+
12__28305649__28307749__ENSG00000123106	12	28305649	28307749	ENSG00000123106	+
3__56566594__56567053__ENSG00000180376	3	56566594	56567053	ENSG00000180376	+
10__32565558__32584304__ENSG00000216937	10	32565558	32584304	ENSG00000216937	+
19__21033456__21034184__ENSG00000118620	19	21033456	21034184	ENSG00000118620	+
9__37126312__37126942__ENSG00000147905	9	37126312	37126942	ENSG00000147905	+
11__108227595__108229323__ENSG00000149311	11	108227595	108229323	ENSG00000149311	+
16__68121987__68126610__ENSG00000072736	16	68121987	68126610	ENSG00000072736	+
3__196391813__196403019__ENSG00000163960	3	196391813	196403019	ENSG00000163960	-
1__7777160__7778169__ENSG00000049245	1	7777160	7778169	ENSG00000049245	+
8__30101898__30104486__ENSG00000104660	8	30101898	30104486	ENSG00000104660	+
X__118584735__118590302__ENSG00000147251	X	118584735	118590302	ENSG00000147251	+
19__29985223__29986417__ENSG00000105176	19	29985223	29986417	ENSG00000105176	+
14__39276934__39279537__ENSG00000150527	14	39276934	39279537	ENSG00000150527	+
15__25405461__25411971__ENSG00000114062	15	25405461	25411971	ENSG00000114062	-
16__31722626__31723353__ENSG00000197302	16	31722626	31723353	ENSG00000197302	+
3__16301626__16302748__ENSG00000154814	3	16301626	16302748	ENSG00000154814	+
14__39179091__39179462__ENSG00000100941	14	39179091	39179462	ENSG00000100941	+
1__155853276__155853806__ENSG00000116580	1	155853276	155853806	ENSG00000116580	-
7__158788004__158799072__ENSG00000117868	7	158788004	158799072	ENSG00000117868	-
10__84417771__84425893__ENSG00000107771	10	84417771	84425893	ENSG00000107771	+
15__58912563__58916999__ENSG00000137776	15	58912563	58916999	ENSG00000137776	-
20__2964272__2965202__ENSG00000132670	20	2964272	2965202	ENSG00000132670	+
7__23611171__23611553__ENSG00000169193	7	23611171	23611553	ENSG00000169193	+
16__68121987__68123121__ENSG00000072736	16	68121987	68123121	ENSG00000072736	+
6__138943513__138944622__ENSG00000135597	6	138943513	138944622	ENSG00000135597	-
11__108267171__108267342__ENSG00000149311	11	108267171	108267342	ENSG00000149311	+
19__52282111__52283413__ENSG00000196214	19	52282111	52283413	ENSG00000196214	+
4__77773081__77776392__ENSG00000138767	4	77773081	77776392	ENSG00000138767	-
1__117402186__117442325__ENSG00000198162	1	117402186	117442325	ENSG00000198162	+
11__33286413__33287511__ENSG00000110422	11	33286413	33287511	ENSG00000110422	+
15__80120328__80122800__ENSG00000086666	15	80120328	80122800	ENSG00000086666	+
10__110124017__110130486__ENSG00000148700	10	110124017	110130486	ENSG00000148700	+
8__37765526__37766355__ENSG00000147471	8	37765526	37766355	ENSG00000147471	+
5__57246300__57251141__ENSG00000062194	5	57246300	57251141	ENSG00000062194	+
2__61522611__61533903__ENSG00000082898	2	61522611	61533903	ENSG00000082898	-
7__100023419__100024307__ENSG00000106261	7	100023419	100024307	ENSG00000106261	+
11__77619606__77625818__ENSG00000074201	11	77619606	77625818	ENSG00000074201	-
9__121161856__121166180__ENSG00000119397	9	121161856	121166180	ENSG00000119397	+
18__24064140__24069271__ENSG00000168234	18	24064140	24069271	ENSG00000168234	+
3__5174017__5174414__ENSG00000134108	3	5174017	5174414	ENSG00000134108	+
3__158122103__158123991__ENSG00000174891	3	158122103	158123991	ENSG00000174891	+
15__41668828__41669958__ENSG00000174197	15	41668828	41669958	ENSG00000174197	+
1__205616478__205623891__ENSG00000158711	1	205616478	205623891	ENSG00000158711	-
4__87195324__87195690__ENSG00000145332	4	87195324	87195690	ENSG00000145332	-
3__170136419__170149244__ENSG00000173889	3	170136419	170149244	ENSG00000173889	-
14__96833467__96860735__ENSG00000100749	14	96833467	96860735	ENSG00000100749	+
18__9524594__9525851__ENSG00000017797	18	9524594	9525851	ENSG00000017797	+
5__65988635__65994864__ENSG00000112851	5	65988635	65994864	ENSG00000112851	+
14__32090502__32094386__ENSG00000100852	14	32090502	32094386	ENSG00000100852	+
4__36228582__36229645__ENSG00000047365	4	36228582	36229645	ENSG00000047365	-
9__131506114__131506453__ENSG00000130714	9	131506114	131506453	ENSG00000130714	+
9__121161856__121162271__ENSG00000119397	9	121161856	121162271	ENSG00000119397	+
12__120782655__120784593__ENSG00000157837	12	120782655	120784593	ENSG00000157837	-
9__33971651__33973237__ENSG00000137073	9	33971651	33973237	ENSG00000137073	-
13__99238427__99244624__ENSG00000134882	13	99238427	99244624	ENSG00000134882	+
20__32366384__32369123__ENSG00000171456	20	32366384	32369123	ENSG00000171456	+
6__116698704__116705160__ENSG00000196911	6	116698704	116705160	ENSG00000196911	+
1__35358925__35361789__ENSG00000146463	1	35358925	35361789	ENSG00000146463	+
3__56627037__56628614__ENSG00000163946	3	56627037	56628614	ENSG00000163946	-
12__28255581__28307749__ENSG00000123106	12	28255581	28307749	ENSG00000123106	+
10__15816835__15847943__ENSG00000148481	10	15816835	15847943	ENSG00000148481	-
9__85618983__85633374__ENSG00000135049	9	85618983	85633374	ENSG00000135049	-
2__106158058__106166083__ENSG00000115652	2	106158058	106166083	ENSG00000115652	-
1__26942660__26943065__ENSG00000090273	1	26942660	26943065	ENSG00000090273	+
X__53403566__53403893__ENSG00000072501	X	53403566	53403893	ENSG00000072501	-
3__67495798__67508903__ENSG00000172340	3	67495798	67508903	ENSG00000172340	-
1__23030469__23050520__ENSG00000004487	1	23030469	23050520	ENSG00000004487	+
11__77624963__77625818__ENSG00000074201	11	77624963	77625818	ENSG00000074201	-
6__147205971__147239270__ENSG00000164506	6	147205971	147239270	ENSG00000164506	+
1__52515891__52526373__ENSG00000134744	1	52515891	52526373	ENSG00000134744	-
11__108176246__108177090__ENSG00000149308	11	108176246	108177090	ENSG00000149308	-
Y__19587210__19587507__ENSG00000131002	Y	19587210	19587507	ENSG00000131002	+
14__102040236__102040673__ENSG00000197102	14	102040236	102040673	ENSG00000197102	+
12__69800209__69801721__ENSG00000127328	12	69800209	69801721	ENSG00000127328	+
20__36911218__36912552__ENSG00000101347	20	36911218	36912552	ENSG00000101347	-
4__102714438__102726683__ENSG00000109323	4	102714438	102726683	ENSG00000109323	-
16__69370483__69372355__ENSG00000132604	16	69370483	69372355	ENSG00000132604	-
4__39913611__39925933__ENSG00000121892	4	39913611	39925933	ENSG00000121892	-
16__85633914__85634132__ENSG00000131149	16	85633914	85634132	ENSG00000131149	+
10__101667886__101676436__ENSG00000107829	10	101667886	101676436	ENSG00000107829	-
6__13579451__13584225__ENSG00000124523	6	13579451	13584225	ENSG00000124523	+
15__89113725__89116521__ENSG00000140526	15	89113725	89116521	ENSG00000140526	+
7__12224226__12229819__ENSG00000106460	7	12224226	12229819	ENSG00000106460	+
1__41070595__41075451__ENSG00000010803	1	41070595	41075451	ENSG00000010803	-
5__139600372__139614966__ENSG00000131508	5	139600372	139614966	ENSG00000131508	+
17__59353215__59353526__ENSG00000175155	17	59353215	59353526	ENSG00000175155	+
12__46229153__46254936__ENSG00000111371	12	46229153	46254936	ENSG00000111371	-
17__49311312__49312042__ENSG00000198740	17	49311312	49312042	ENSG00000198740	-
1__45640210__45642499__ENSG00000159592	1	45640210	45642499	ENSG00000159592	-
7__72890627__72891110__ENSG00000196313	7	72890627	72891110	ENSG00000196313	+
X__101041317__101042312__ENSG00000188917	X	101041317	101042312	ENSG00000188917	-
7__155665175__155680908__ENSG00000184863	7	155665175	155680908	ENSG00000184863	+
2__99169550__99171429__ENSG00000158411	2	99169550	99171429	ENSG00000158411	-
19__12928342__12928847__ENSG00000179115	19	12928342	12928847	ENSG00000179115	-
22__32478981__32479275__ENSG00000100225	22	32478981	32479275	ENSG00000100225	+
10__27142387__27145590__ENSG00000136758	10	27142387	27145590	ENSG00000136758	-
13__50927407__50949505__ENSG00000136104	13	50927407	50949505	ENSG00000136104	+
11__130260856__130261929__ENSG00000196323	11	130260856	130261929	ENSG00000196323	-
11__77683710__77693611__ENSG00000048649	11	77683710	77693611	ENSG00000048649	-
9__135881633__135883078__ENSG00000130559	9	135881633	135883078	ENSG00000130559	-
1__9931891__9934860__ENSG00000162441	1	9931891	9934860	ENSG00000162441	-
3__149846011__149921227__ENSG00000082996	3	149846011	149921227	ENSG00000082996	+
3__47097955__47106120__ENSG00000181555	3	47097955	47106120	ENSG00000181555	-
7__64543707__64544432__ENSG00000173041	7	64543707	64544432	ENSG00000173041	-
7__92294889__92327900__ENSG00000001629	7	92294889	92327900	ENSG00000001629	+
15__65178934__65180204__ENSG00000166855	15	65178934	65180204	ENSG00000166855	-
19__40583398__40583717__ENSG00000160410	19	40583398	40583717	ENSG00000160410	+
19__8455405__8463686__ENSG00000099783	19	8455405	8463686	ENSG00000099783	+
3__170145423__170149244__ENSG00000173889	3	170145423	170149244	ENSG00000173889	-
14__50150008__50150230__ENSG00000100485	14	50150008	50150230	ENSG00000100485	-
19__47264603__47264946__ENSG00000105321	19	47264603	47264946	ENSG00000105321	+
1__20770930__20773610__ENSG00000127483	1	20770930	20773610	ENSG00000127483	-
1__20757166__20773610__ENSG00000127483	1	20757166	20773610	ENSG00000127483	-
4__48369849__48383784__ENSG00000109171	4	48369849	48383784	ENSG00000109171	+
18__58696366__58700591__ENSG00000172175	18	58696366	58700591	ENSG00000172175	+
3__33684359__33696933__ENSG00000163539	3	33684359	33696933	ENSG00000163539	-
13__77719532__77753358__ENSG00000139737	13	77719532	77753358	ENSG00000139737	+
19__18539371__18539720__ENSG00000105701	19	18539371	18539720	ENSG00000105701	-
5__109713520__109716264__ENSG00000112893	5	109713520	109716264	ENSG00000112893	+
5__56864734__56865977__ENSG00000095015	5	56864734	56865977	ENSG00000095015	+
2__72718103__72733118__ENSG00000144036	2	72718103	72733118	ENSG00000144036	-
X__118542725__118546116__ENSG00000147251	X	118542725	118546116	ENSG00000147251	+
3__31576396__31580096__ENSG00000163527	3	31576396	31580096	ENSG00000163527	+
5__154033791__154034967__ENSG00000055147	5	154033791	154034967	ENSG00000055147	-
14__21230319__21234229__ENSG00000092199	14	21230319	21234229	ENSG00000092199	-
X__53614534__53615835__ENSG00000086758	X	53614534	53615835	ENSG00000086758	-
21__36247517__36248568__ENSG00000142197	21	36247517	36248568	ENSG00000142197	+
19__19492306__19492712__ENSG00000167491	19	19492306	19492712	ENSG00000167491	+
Y__2953909__2961646__ENSG00000067646	Y	2953909	2961646	ENSG00000067646	+
2__226864604__226867318__ENSG00000144468	2	226864604	226867318	ENSG00000144468	+
16__30496097__30496566__ENSG00000005844	16	30496097	30496566	ENSG00000005844	+
9__96458379__96465778__ENSG00000130956	9	96458379	96465778	ENSG00000130956	+
12__46239679__46254936__ENSG00000111371	12	46239679	46254936	ENSG00000111371	-
2__201145378__201149835__ENSG00000003402	2	201145378	201149835	ENSG00000003402	+
1__29154696__29154910__ENSG00000116350	1	29154696	29154910	ENSG00000116350	-
15__75859878__75873568__ENSG00000140367	15	75859878	75873568	ENSG00000140367	+
2__37316237__37317179__ENSG00000115825	2	37316237	37317179	ENSG00000115825	-
12__123586747__123590449__ENSG00000086598	12	123586747	123590449	ENSG00000086598	+
9__93471141__93476338__ENSG00000048828	9	93471141	93476338	ENSG00000048828	+
13__60439688__60467379__ENSG00000083544	13	60439688	60467379	ENSG00000083544	+
9__37424845__37426654__ENSG00000137106	9	37424845	37426654	ENSG00000137106	+
3__107710452__107716849__ENSG00000114439	3	107710452	107716849	ENSG00000114439	+
1__180003174__180006567__ENSG00000135837	1	180003174	180006567	ENSG00000135837	+
19__5604583__5604936__ENSG00000130254	19	5604583	5604936	ENSG00000130254	-
14__91797785__91802421__ENSG00000165929	14	91797785	91802421	ENSG00000165929	-
15__44331988__44338317__ENSG00000166734	15	44331988	44338317	ENSG00000166734	+
2__63856306__63857936__ENSG00000169764	2	63856306	63857936	ENSG00000169764	+
10__15833630__15847943__ENSG00000148481	10	15833630	15847943	ENSG00000148481	-
6__144537582__144539443__ENSG00000152818	6	144537582	144539443	ENSG00000152818	+
20__35714185__35725155__ENSG00000131051	20	35714185	35725155	ENSG00000131051	-
4__53414615__53428183__ENSG00000145216	4	53414615	53428183	ENSG00000145216	+
5__109713520__109729513__ENSG00000112893	5	109713520	109729513	ENSG00000112893	+
8__18011237__18011827__ENSG00000078674	8	18011237	18011827	ENSG00000078674	+
1__70292388__70315566__ENSG00000118454	1	70292388	70315566	ENSG00000118454	-
16__1809238__1809833__ENSG00000063854	16	1809238	1809833	ENSG00000063854	-
3__141512163__141540609__ENSG00000155903	3	141512163	141540609	ENSG00000155903	+
4__38089932__38103157__ENSG00000065882	4	38089932	38103157	ENSG00000065882	+
1__92333391__92380873__ENSG00000122484	1	92333391	92380873	ENSG00000122484	+
1__113829592__113834439__ENSG00000134242	1	113829592	113834439	ENSG00000134242	-
7__66993217__66994341__ENSG00000126524	7	66993217	66994341	ENSG00000126524	-
18__32111754__32113860__ENSG00000134758	18	32111754	32113860	ENSG00000134758	+
6__82214227__82214829__ENSG00000005700	6	82214227	82214829	ENSG00000005700	-
10__84438512__84477664__ENSG00000107771	10	84438512	84477664	ENSG00000107771	+
2__30525587__30533314__ENSG00000172954	2	30525587	30533314	ENSG00000172954	+
5__50402286__50411383__ENSG00000170571	5	50402286	50411383	ENSG00000170571	-
1__66958059__66963160__ENSG00000198160	1	66958059	66963160	ENSG00000198160	+
17__29684563__29703062__ENSG00000141298	17	29684563	29703062	ENSG00000141298	-
22__45178238__45178900__ENSG00000093000	22	45178238	45178900	ENSG00000093000	+
10__48401612__48410168__ENSG00000107643	10	48401612	48410168	ENSG00000107643	+
11__108301648__108304852__ENSG00000149311	11	108301648	108304852	ENSG00000149311	+
2__190900564__190924593__ENSG00000115419	2	190900564	190924593	ENSG00000115419	+
10__110124017__110132400__ENSG00000148700	10	110124017	110132400	ENSG00000148700	+
15__62007308__62013992__ENSG00000129003	15	62007308	62013992	ENSG00000129003	-
12__121780872__121781192__ENSG00000139725	12	121780872	121781192	ENSG00000139725	-
15__64974602__64983593__ENSG00000090487	15	64974602	64983593	ENSG00000090487	-
6__13632370__13644729__ENSG00000010017	6	13632370	13644729	ENSG00000010017	-
2__61522611__61526521__ENSG00000082898	2	61522611	61526521	ENSG00000082898	-
4__73090667__73092300__ENSG00000132466	4	73090667	73092300	ENSG00000132466	-
8__668598__674047__ENSG00000104714	8	668598	674047	ENSG00000104714	-
1__103565435__103575540__ENSG00000240038	1	103565435	103575540	ENSG00000240038	+
12__56666204__56670364__ENSG00000110958	12	56666204	56670364	ENSG00000110958	-
2__54050958__54057360__ENSG00000170634	2	54050958	54057360	ENSG00000170634	+
8__102360071__102361626__ENSG00000104517	8	102360071	102361626	ENSG00000104517	-
5__131677703__131709272__ENSG00000217128	5	131677703	131709272	ENSG00000217128	-
6__75702645__75703072__ENSG00000112701	6	75702645	75703072	ENSG00000112701	+
6__13639563__13644729__ENSG00000010017	6	13639563	13644729	ENSG00000010017	-
13__49451553__49451909__ENSG00000136169	13	49451553	49451909	ENSG00000136169	+
9__93471141__93498886__ENSG00000048828	9	93471141	93498886	ENSG00000048828	+
12__28305649__28391411__ENSG00000123106	12	28305649	28391411	ENSG00000123106	+
6__30650994__30651466__ENSG00000204564	6	30650994	30651466	ENSG00000204564	+
1__36361221__36362656__ENSG00000196182	1	36361221	36362656	ENSG00000196182	-
17__12054889__12081530__ENSG00000065559	17	12054889	12081530	ENSG00000065559	+
20__41533050__41551360__ENSG00000124177	20	41533050	41551360	ENSG00000124177	-
1__151166934__151167414__ENSG00000163156	1	151166934	151167414	ENSG00000163156	+
6__130184103__130184623__ENSG00000164483	6	130184103	130184623	ENSG00000164483	-
2__106145190__106166083__ENSG00000115652	2	106145190	106166083	ENSG00000115652	-
9__96458379__96458541__ENSG00000130956	9	96458379	96458541	ENSG00000130956	+
1__52477708__52481923__ENSG00000134744	1	52477708	52481923	ENSG00000134744	-
16__57164001__57173869__ENSG00000172775	16	57164001	57173869	ENSG00000172775	-
1__155675010__155679512__ENSG00000163374	1	155675010	155679512	ENSG00000163374	-
10__84371014__84373815__ENSG00000107771	10	84371014	84373815	ENSG00000107771	+
2__230357805__230361697__ENSG00000185404	2	230357805	230361697	ENSG00000185404	+
21__39206108__39212707__ENSG00000185658	21	39206108	39212707	ENSG00000185658	-
10__31908172__31910563__ENSG00000165322	10	31908172	31910563	ENSG00000165322	-
15__63532647__63537156__ENSG00000140455	15	63532647	63537156	ENSG00000140455	+
2__147972739__147975975__ENSG00000115947	2	147972739	147975975	ENSG00000115947	-
17__61984171__61985090__ENSG00000108510	17	61984171	61985090	ENSG00000108510	-
X__118654602__118654961__ENSG00000147251	X	118654602	118654961	ENSG00000147251	+
3__43299754__43303792__ENSG00000163788	3	43299754	43303792	ENSG00000163788	+
12__28255581__28259442__ENSG00000123106	12	28255581	28259442	ENSG00000123106	+
18__9208657__9221999__ENSG00000101745	18	9208657	9221999	ENSG00000101745	+
17__59731421__59738947__ENSG00000062716	17	59731421	59738947	ENSG00000062716	+
1__52493611__52509712__ENSG00000134744	1	52493611	52509712	ENSG00000134744	-
11__77619606__77629899__ENSG00000074201	11	77619606	77629899	ENSG00000074201	-
8__141253989__141254629__ENSG00000022567	8	141253989	141254629	ENSG00000022567	-
14__49825867__49831361__ENSG00000165525	14	49825867	49831361	ENSG00000165525	-
10__68959806__68960249__ENSG00000165732	10	68959806	68960249	ENSG00000165732	+
1__113834910__113855049__ENSG00000134242	1	113834910	113855049	ENSG00000134242	-
17__47361378__47379253__ENSG00000178852	17	47361378	47379253	ENSG00000178852	+
6__116689320__116705160__ENSG00000196911	6	116689320	116705160	ENSG00000196911	+
3__101671130__101672213__ENSG00000066422	3	101671130	101672213	ENSG00000066422	-
5__132892164__132893118__ENSG00000072364	5	132892164	132893118	ENSG00000072364	-
5__176943335__176958154__ENSG00000087206	5	176943335	176958154	ENSG00000087206	-
2__230442937__230450255__ENSG00000067066	2	230442937	230450255	ENSG00000067066	+
14__22906195__22911403__ENSG00000100461	14	22906195	22911403	ENSG00000100461	-
6__35312302__35312772__ENSG00000023892	6	35312302	35312772	ENSG00000023892	+
11__108329021__108332037__ENSG00000149311	11	108329021	108332037	ENSG00000149311	+
3__18415111__18420991__ENSG00000182568	3	18415111	18420991	ENSG00000182568	-
10__7276892__7285954__ENSG00000198879	10	7276892	7285954	ENSG00000198879	-
1__154172908__154173201__ENSG00000143549	1	154172908	154173201	ENSG00000143549	-
8__431341__435707__ENSG00000147364	8	431341	435707	ENSG00000147364	+
1__149655699__149669310__ENSG00000277147	1	149655699	149669310	ENSG00000277147	+
2__108771701__108773046__ENSG00000153201	2	108771701	108773046	ENSG00000153201	+
1__66891154__66905375__ENSG00000152763	1	66891154	66905375	ENSG00000152763	-
8__38114192__38119363__ENSG00000129691	8	38114192	38119363	ENSG00000129691	+
17__62033787__62035608__ENSG00000108510	17	62033787	62035608	ENSG00000108510	-
3__125313308__125331238__ENSG00000163848	3	125313308	125331238	ENSG00000163848	-
7__140355668__140358785__ENSG00000157800	7	140355668	140358785	ENSG00000157800	-
13__20731841__20732121__ENSG00000150456	13	20731841	20732121	ENSG00000150456	-
19__39453356__39453521__ENSG00000196235	19	39453356	39453521	ENSG00000196235	+
8__70213903__70216764__ENSG00000140396	8	70213903	70216764	ENSG00000140396	-
X__77652114__77656653__ENSG00000085224	X	77652114	77656653	ENSG00000085224	-
5__103096541__103097781__ENSG00000145723	5	103096541	103097781	ENSG00000145723	-
1__29035826__29039426__ENSG00000159023	1	29035826	29039426	ENSG00000159023	+
12__120154970__120155719__ENSG00000089154	12	120154970	120155719	ENSG00000089154	-
8__47396376__47407961__ENSG00000164808	8	47396376	47407961	ENSG00000164808	+
3__169976946__169988359__ENSG00000008952	3	169976946	169988359	ENSG00000008952	+
2__48328561__48346751__ENSG00000170802	2	48328561	48346751	ENSG00000170802	+
17__35478075__35480195__ENSG00000205045	17	35478075	35480195	ENSG00000205045	-
17__12054889__12095694__ENSG00000065559	17	12054889	12095694	ENSG00000065559	+
12__42210355__42210680__ENSG00000015153	12	42210355	42210680	ENSG00000015153	-
14__91342380__91343657__ENSG00000015133	14	91342380	91343657	ENSG00000015133	-
14__31133238__31133675__ENSG00000092148	14	31133238	31133675	ENSG00000092148	-
2__135631718__135639122__ENSG00000048991	2	135631718	135639122	ENSG00000048991	+
10__17704431__17705741__ENSG00000136738	10	17704431	17705741	ENSG00000136738	+
4__127921524__127939997__ENSG00000164073	4	127921524	127939997	ENSG00000164073	-
X__65075474__65075912__ENSG00000102053	X	65075474	65075912	ENSG00000102053	+
8__61680968__61684188__ENSG00000198363	8	61680968	61684188	ENSG00000198363	-
3__141553857__141559995__ENSG00000155903	3	141553857	141559995	ENSG00000155903	+
6__3076764__3077935__ENSG00000137275	6	3076764	3077935	ENSG00000137275	+
9__109050283__109050692__ENSG00000106771	9	109050283	109050692	ENSG00000106771	-
18__21765772__21779685__ENSG00000101752	18	21765772	21779685	ENSG00000101752	+
18__9931810__9937066__ENSG00000101558	18	9931810	9937066	ENSG00000101558	+
4__37631385__37638504__ENSG00000181826	4	37631385	37638504	ENSG00000181826	-
4__169507037__169508331__ENSG00000137601	4	169507037	169508331	ENSG00000137601	-
9__6880012__6893232__ENSG00000107077	9	6880012	6893232	ENSG00000107077	+
7__6814764__6823360__ENSG00000146574	7	6814764	6823360	ENSG00000146574	-
4__102580535__102582957__ENSG00000109320	4	102580535	102582957	ENSG00000109320	+
6__4891713__4892379__ENSG00000153046	6	4891713	4892379	ENSG00000153046	+
2__202297379__202297906__ENSG00000055044	2	202297379	202297906	ENSG00000055044	+
12__69589485__69592159__ENSG00000166226	12	69589485	69592159	ENSG00000166226	+
10__31373018__31387266__ENSG00000148516	10	31373018	31387266	ENSG00000148516	+
15__84680713__84691644__ENSG00000140612	15	84680713	84691644	ENSG00000140612	-
9__96458379__96471094__ENSG00000130956	9	96458379	96471094	ENSG00000130956	+
2__99462496__99464985__ENSG00000135945	2	99462496	99464985	ENSG00000135945	-
18__76849526__76851939__ENSG00000130856	18	76849526	76851939	ENSG00000130856	+
8__27294080__27294310__ENSG00000104228	8	27294080	27294310	ENSG00000104228	-
18__56756583__56758953__ENSG00000091157	18	56756583	56758953	ENSG00000091157	+
12__45926142__45928859__ENSG00000139218	12	45926142	45928859	ENSG00000139218	-
7__103321932__103322794__ENSG00000105821	7	103321932	103322794	ENSG00000105821	-
12__100282943__100298175__ENSG00000136021	12	100282943	100298175	ENSG00000136021	+
6__158580940__158589782__ENSG00000146433	6	158580940	158589782	ENSG00000146433	+
2__233388257__233390483__ENSG00000077044	2	233388257	233390483	ENSG00000077044	+
9__95978061__96004701__ENSG00000182150	9	95978061	96004701	ENSG00000182150	+
8__28155942__28162078__ENSG00000134014	8	28155942	28162078	ENSG00000134014	+
6__36524341__36540207__ENSG00000112079	6	36524341	36540207	ENSG00000112079	-
11__86022367__86031611__ENSG00000073921	11	86022367	86031611	ENSG00000073921	-
3__119500695__119504021__ENSG00000113845	3	119500695	119504021	ENSG00000113845	+
X__135545423__135556300__ENSG00000165359	X	135545423	135556300	ENSG00000165359	+
1__151024611__151025673__ENSG00000143363	1	151024611	151025673	ENSG00000143363	+
1__58506060__58536741__ENSG00000162600	1	58506060	58536741	ENSG00000162600	-
2__226864604__226914351__ENSG00000144468	2	226864604	226914351	ENSG00000144468	+
7__73686636__73687095__ENSG00000071462	7	73686636	73687095	ENSG00000071462	+
17__47402132__47414919__ENSG00000178852	17	47402132	47414919	ENSG00000178852	+
9__20413721__20414425__ENSG00000171843	9	20413721	20414425	ENSG00000171843	-
7__129014979__129018157__ENSG00000064419	7	129014979	129018157	ENSG00000064419	-
1__230954333__230961303__ENSG00000143643	1	230954333	230961303	ENSG00000143643	-
1__31915895__31919658__ENSG00000184007	1	31915895	31919658	ENSG00000184007	-
13__28174272__28177935__ENSG00000152520	13	28174272	28177935	ENSG00000152520	+
8__73673107__73688813__ENSG00000040341	8	73673107	73688813	ENSG00000040341	-
9__83682951__83686155__ENSG00000135018	9	83682951	83686155	ENSG00000135018	-
17__79077430__79077864__ENSG00000167280	17	79077430	79077864	ENSG00000167280	+
7__72830692__72831798__ENSG00000225648	7	72830692	72831798	ENSG00000225648	+
5__134741063__134744052__ENSG00000164615	5	134741063	134744052	ENSG00000164615	+
1__112653598__112659779__ENSG00000116489	1	112653598	112659779	ENSG00000116489	+
7__24623666__24668660__ENSG00000105926	7	24623666	24668660	ENSG00000105926	+
4__102304317__102315830__ENSG00000138821	4	102304317	102315830	ENSG00000138821	-
11__107390074__107392895__ENSG00000152404	11	107390074	107392895	ENSG00000152404	-
17__39684597__39686019__ENSG00000161395	17	39684597	39686019	ENSG00000161395	-
9__5968019__5988545__ENSG00000183354	9	5968019	5988545	ENSG00000183354	-
Y__12909360__12913062__ENSG00000067048	Y	12909360	12913062	ENSG00000067048	+
2__232787150__232796221__ENSG00000204120	2	232787150	232796221	ENSG00000204120	+
8__132722040__132757294__ENSG00000165071	8	132722040	132757294	ENSG00000165071	-
