circID	chr	start	end	geneID	strand
16__68121987__68126610__ENSG00000072736	16	68121987	68126610	ENSG00000072736	+
10__32565558__32584304__ENSG00000216937	10	32565558	32584304	ENSG00000216937	+
1__117402186__117414831__ENSG00000198162	1	117402186	117414831	ENSG00000198162	+
7__158788004__158799072__ENSG00000117868	7	158788004	158799072	ENSG00000117868	-
3__16301626__16302748__ENSG00000154814	3	16301626	16302748	ENSG00000154814	+
17__45513185__45519518__ENSG00000214425	17	45513185	45519518	ENSG00000214425	-
8__30101898__30104486__ENSG00000104660	8	30101898	30104486	ENSG00000104660	+
12__28305649__28307749__ENSG00000123106	12	28305649	28307749	ENSG00000123106	+
11__108227595__108229323__ENSG00000149311	11	108227595	108229323	ENSG00000149311	+
13__99238427__99244624__ENSG00000134882	13	99238427	99244624	ENSG00000134882	+
2__61522611__61533903__ENSG00000082898	2	61522611	61533903	ENSG00000082898	-
1__7777160__7778169__ENSG00000049245	1	7777160	7778169	ENSG00000049245	+
1__205616478__205623891__ENSG00000158711	1	205616478	205623891	ENSG00000158711	-
14__39179091__39179462__ENSG00000100941	14	39179091	39179462	ENSG00000100941	+
11__108267171__108267342__ENSG00000149311	11	108267171	108267342	ENSG00000149311	+
19__21033456__21034184__ENSG00000118620	19	21033456	21034184	ENSG00000118620	+
10__7797047__7802854__ENSG00000165629	10	7797047	7802854	ENSG00000165629	+
20__2964272__2965202__ENSG00000132670	20	2964272	2965202	ENSG00000132670	+
5__57246300__57251141__ENSG00000062194	5	57246300	57251141	ENSG00000062194	+
7__23611171__23611553__ENSG00000169193	7	23611171	23611553	ENSG00000169193	+
4__87195324__87195690__ENSG00000145332	4	87195324	87195690	ENSG00000145332	-
21__15762891__15766141__ENSG00000155313	21	15762891	15766141	ENSG00000155313	+
20__32366384__32369123__ENSG00000171456	20	32366384	32369123	ENSG00000171456	+
5__65988635__65994864__ENSG00000112851	5	65988635	65994864	ENSG00000112851	+
3__170136419__170149244__ENSG00000173889	3	170136419	170149244	ENSG00000173889	-
6__138943513__138944622__ENSG00000135597	6	138943513	138944622	ENSG00000135597	-
1__26942660__26943065__ENSG00000090273	1	26942660	26943065	ENSG00000090273	+
3__196391813__196403019__ENSG00000163960	3	196391813	196403019	ENSG00000163960	-
X__53403566__53403893__ENSG00000072501	X	53403566	53403893	ENSG00000072501	-
11__77619606__77625818__ENSG00000074201	11	77619606	77625818	ENSG00000074201	-
19__29985223__29986417__ENSG00000105176	19	29985223	29986417	ENSG00000105176	+
8__668598__674047__ENSG00000104714	8	668598	674047	ENSG00000104714	-
3__67495798__67508903__ENSG00000172340	3	67495798	67508903	ENSG00000172340	-
5__139600372__139614966__ENSG00000131508	5	139600372	139614966	ENSG00000131508	+
12__28255581__28307749__ENSG00000123106	12	28255581	28307749	ENSG00000123106	+
6__13579451__13584225__ENSG00000124523	6	13579451	13584225	ENSG00000124523	+
4__77773081__77776392__ENSG00000138767	4	77773081	77776392	ENSG00000138767	-
5__34179013__34182867__ENSG00000215158	5	34179013	34182867	ENSG00000215158	-
19__52282111__52283413__ENSG00000196214	19	52282111	52283413	ENSG00000196214	+
5__21491321__21497196__ENSG00000183666	5	21491321	21497196	ENSG00000183666	+
X__118584735__118590302__ENSG00000147251	X	118584735	118590302	ENSG00000147251	+
10__84417771__84425893__ENSG00000107771	10	84417771	84425893	ENSG00000107771	+
16__68121987__68123121__ENSG00000072736	16	68121987	68123121	ENSG00000072736	+
9__121161856__121166180__ENSG00000119397	9	121161856	121166180	ENSG00000119397	+
9__131506114__131506453__ENSG00000130714	9	131506114	131506453	ENSG00000130714	+
10__15816835__15847943__ENSG00000148481	10	15816835	15847943	ENSG00000148481	-
16__69370483__69372355__ENSG00000132604	16	69370483	69372355	ENSG00000132604	-
12__120782655__120784593__ENSG00000157837	12	120782655	120784593	ENSG00000157837	-
18__9524594__9525851__ENSG00000017797	18	9524594	9525851	ENSG00000017797	+
1__155853276__155853806__ENSG00000116580	1	155853276	155853806	ENSG00000116580	-
7__100023419__100024307__ENSG00000106261	7	100023419	100024307	ENSG00000106261	+
3__56566594__56567053__ENSG00000180376	3	56566594	56567053	ENSG00000180376	+
6__116698704__116705160__ENSG00000196911	6	116698704	116705160	ENSG00000196911	+
3__56627037__56628614__ENSG00000163946	3	56627037	56628614	ENSG00000163946	-
20__36911218__36912552__ENSG00000101347	20	36911218	36912552	ENSG00000101347	-
1__149077208__149082174__ENSG00000269713	1	149077208	149082174	ENSG00000269713	-
16__31722626__31723353__ENSG00000197302	16	31722626	31723353	ENSG00000197302	+
10__68959806__68960249__ENSG00000165732	10	68959806	68960249	ENSG00000165732	+
1__23030469__23050520__ENSG00000004487	1	23030469	23050520	ENSG00000004487	+
15__25405461__25411971__ENSG00000114062	15	25405461	25411971	ENSG00000114062	-
5__56864734__56865977__ENSG00000095015	5	56864734	56865977	ENSG00000095015	+
7__155665175__155680908__ENSG00000184863	7	155665175	155680908	ENSG00000184863	+
4__39913611__39925933__ENSG00000121892	4	39913611	39925933	ENSG00000121892	-
2__61522611__61526521__ENSG00000082898	2	61522611	61526521	ENSG00000082898	-
11__131467__134796__ENSG00000230724	11	131467	134796	ENSG00000230724	-
7__158869855__158876691__ENSG00000126870	7	158869855	158876691	ENSG00000126870	+
22__32478981__32479275__ENSG00000100225	22	32478981	32479275	ENSG00000100225	+
14__102040236__102040673__ENSG00000197102	14	102040236	102040673	ENSG00000197102	+
8__37765526__37766355__ENSG00000147471	8	37765526	37766355	ENSG00000147471	+
19__47264603__47264946__ENSG00000105321	19	47264603	47264946	ENSG00000105321	+
14__39276934__39279537__ENSG00000150527	14	39276934	39279537	ENSG00000150527	+
11__77624963__77625818__ENSG00000074201	11	77624963	77625818	ENSG00000074201	-
1__155675010__155679512__ENSG00000163374	1	155675010	155679512	ENSG00000163374	-
1__146987234__146991285__ENSG00000268043	1	146987234	146991285	ENSG00000268043	+
19__18539371__18539720__ENSG00000105701	19	18539371	18539720	ENSG00000105701	-
1__92333391__92380873__ENSG00000122484	1	92333391	92380873	ENSG00000122484	+
12__100282943__100298175__ENSG00000136021	12	100282943	100298175	ENSG00000136021	+
1__146985705__146989746__ENSG00000268043	1	146985705	146989746	ENSG00000268043	+
10__101667886__101676436__ENSG00000107829	10	101667886	101676436	ENSG00000107829	-
1__113829592__113834439__ENSG00000134242	1	113829592	113834439	ENSG00000134242	-
3__141512163__141540609__ENSG00000155903	3	141512163	141540609	ENSG00000155903	+
1__117402186__117442325__ENSG00000198162	1	117402186	117442325	ENSG00000198162	+
19__21405129__21405856__ENSG00000196268	19	21405129	21405856	ENSG00000196268	+
3__170145423__170149244__ENSG00000173889	3	170145423	170149244	ENSG00000173889	-
12__46229153__46254936__ENSG00000111371	12	46229153	46254936	ENSG00000111371	-
16__27213585__27215008__ENSG00000155666	16	27213585	27215008	ENSG00000155666	+
22__45178238__45178900__ENSG00000093000	22	45178238	45178900	ENSG00000093000	+
1__41070595__41075451__ENSG00000010803	1	41070595	41075451	ENSG00000010803	-
9__93471141__93498886__ENSG00000048828	9	93471141	93498886	ENSG00000048828	+
2__99169550__99171429__ENSG00000158411	2	99169550	99171429	ENSG00000158411	-
7__92294889__92327900__ENSG00000001629	7	92294889	92327900	ENSG00000001629	+
1__52515891__52526373__ENSG00000134744	1	52515891	52526373	ENSG00000134744	-
5__21491321__21495182__ENSG00000183666	5	21491321	21495182	ENSG00000183666	+
11__108176246__108177090__ENSG00000149308	11	108176246	108177090	ENSG00000149308	-
13__77719532__77753358__ENSG00000139737	13	77719532	77753358	ENSG00000139737	+
10__48401612__48410168__ENSG00000107643	10	48401612	48410168	ENSG00000107643	+
7__64543707__64544432__ENSG00000173041	7	64543707	64544432	ENSG00000173041	-
14__50150008__50150230__ENSG00000100485	14	50150008	50150230	ENSG00000100485	-
1__9931891__9934860__ENSG00000162441	1	9931891	9934860	ENSG00000162441	-
5__70219918__70222015__ENSG00000253816	5	70219918	70222015	ENSG00000253816	-
1__146966464__146971394__ENSG00000268043	1	146966464	146971394	ENSG00000268043	+
9__121161856__121162271__ENSG00000119397	9	121161856	121162271	ENSG00000119397	+
X__101041317__101042312__ENSG00000188917	X	101041317	101042312	ENSG00000188917	-
1__35358925__35361789__ENSG00000146463	1	35358925	35361789	ENSG00000146463	+
2__106145190__106166083__ENSG00000115652	2	106145190	106166083	ENSG00000115652	-
21__36247517__36248568__ENSG00000142197	21	36247517	36248568	ENSG00000142197	+
3__33684359__33696933__ENSG00000163539	3	33684359	33696933	ENSG00000163539	-
1__146989574__146990517__ENSG00000268043	1	146989574	146990517	ENSG00000268043	+
5__109713520__109729513__ENSG00000112893	5	109713520	109729513	ENSG00000112893	+
14__96833467__96860735__ENSG00000100749	14	96833467	96860735	ENSG00000100749	+
8__73673107__73688813__ENSG00000040341	8	73673107	73688813	ENSG00000040341	-
7__77013912__77040089__ENSG00000265479	7	77013912	77040089	ENSG00000265479	+
15__89113725__89116521__ENSG00000140526	15	89113725	89116521	ENSG00000140526	+
15__41668828__41669958__ENSG00000174197	15	41668828	41669958	ENSG00000174197	+
5__132892164__132893118__ENSG00000072364	5	132892164	132893118	ENSG00000072364	-
5__109713520__109716264__ENSG00000112893	5	109713520	109716264	ENSG00000112893	+
4__36228582__36229645__ENSG00000047365	4	36228582	36229645	ENSG00000047365	-
3__149846011__149921227__ENSG00000082996	3	149846011	149921227	ENSG00000082996	+
3__31576396__31580096__ENSG00000163527	3	31576396	31580096	ENSG00000163527	+
4__73090667__73092300__ENSG00000132466	4	73090667	73092300	ENSG00000132466	-
14__21230319__21234229__ENSG00000092199	14	21230319	21234229	ENSG00000092199	-
14__30670256__30675065__ENSG00000092108	14	30670256	30675065	ENSG00000092108	+
9__85669485__85712566__ENSG00000135049	9	85669485	85712566	ENSG00000135049	-
6__13632370__13644729__ENSG00000010017	6	13632370	13644729	ENSG00000010017	-
13__60439688__60467379__ENSG00000083544	13	60439688	60467379	ENSG00000083544	+
11__33286413__33287511__ENSG00000110422	11	33286413	33287511	ENSG00000110422	+
17__49311312__49312042__ENSG00000198740	17	49311312	49312042	ENSG00000198740	-
10__5794885__5800705__ENSG00000057608	10	5794885	5800705	ENSG00000057608	-
14__91797785__91802421__ENSG00000165929	14	91797785	91802421	ENSG00000165929	-
20__41533050__41551360__ENSG00000124177	20	41533050	41551360	ENSG00000124177	-
10__15833630__15847943__ENSG00000148481	10	15833630	15847943	ENSG00000148481	-
15__63532647__63537156__ENSG00000140455	15	63532647	63537156	ENSG00000140455	+
X__118542725__118546116__ENSG00000147251	X	118542725	118546116	ENSG00000147251	+
2__37316237__37317179__ENSG00000115825	2	37316237	37317179	ENSG00000115825	-
16__30496097__30496566__ENSG00000005844	16	30496097	30496566	ENSG00000005844	+
19__19492306__19492712__ENSG00000167491	19	19492306	19492712	ENSG00000167491	+
2__108771701__108773046__ENSG00000153201	2	108771701	108773046	ENSG00000153201	+
15__62007308__62013992__ENSG00000129003	15	62007308	62013992	ENSG00000129003	-
10__110124017__110130486__ENSG00000148700	10	110124017	110130486	ENSG00000148700	+
12__46239679__46254936__ENSG00000111371	12	46239679	46254936	ENSG00000111371	-
15__84680713__84691644__ENSG00000140612	15	84680713	84691644	ENSG00000140612	-
19__40583398__40583717__ENSG00000160410	19	40583398	40583717	ENSG00000160410	+
7__24623666__24668660__ENSG00000105926	7	24623666	24668660	ENSG00000105926	+
6__4891713__4892379__ENSG00000153046	6	4891713	4892379	ENSG00000153046	+
9__93471141__93476338__ENSG00000048828	9	93471141	93476338	ENSG00000048828	+
12__28305649__28391411__ENSG00000123106	12	28305649	28391411	ENSG00000123106	+
8__38114192__38119363__ENSG00000129691	8	38114192	38119363	ENSG00000129691	+
5__131677703__131709272__ENSG00000217128	5	131677703	131709272	ENSG00000217128	-
11__108301648__108304852__ENSG00000149311	11	108301648	108304852	ENSG00000149311	+
X__118654602__118654961__ENSG00000147251	X	118654602	118654961	ENSG00000147251	+
17__61984171__61985090__ENSG00000108510	17	61984171	61985090	ENSG00000108510	-
3__67495798__67498295__ENSG00000172340	3	67495798	67498295	ENSG00000172340	-
14__49825867__49831361__ENSG00000165525	14	49825867	49831361	ENSG00000165525	-
15__44331988__44338317__ENSG00000166734	15	44331988	44338317	ENSG00000166734	+
9__96458379__96458541__ENSG00000130956	9	96458379	96458541	ENSG00000130956	+
2__135631718__135639122__ENSG00000048991	2	135631718	135639122	ENSG00000048991	+
1__52493611__52509712__ENSG00000134744	1	52493611	52509712	ENSG00000134744	-
12__116236821__116237705__ENSG00000123066	12	116236821	116237705	ENSG00000123066	-
1__29154696__29154910__ENSG00000116350	1	29154696	29154910	ENSG00000116350	-
19__8455405__8463686__ENSG00000099783	19	8455405	8463686	ENSG00000099783	+
11__130260856__130261929__ENSG00000196323	11	130260856	130261929	ENSG00000196323	-
9__85618983__85633374__ENSG00000135049	9	85618983	85633374	ENSG00000135049	-
1__70292388__70315566__ENSG00000118454	1	70292388	70315566	ENSG00000118454	-
3__16301626__16303592__ENSG00000154814	3	16301626	16303592	ENSG00000154814	+
10__31908172__31910563__ENSG00000165322	10	31908172	31910563	ENSG00000165322	-
2__72718103__72733118__ENSG00000144036	2	72718103	72733118	ENSG00000144036	-
1__66958059__66963160__ENSG00000198160	1	66958059	66963160	ENSG00000198160	+
10__27142387__27145590__ENSG00000136758	10	27142387	27145590	ENSG00000136758	-
10__45939361__45962994__ENSG00000239883	10	45939361	45962994	ENSG00000239883	-
3__43299754__43303792__ENSG00000163788	3	43299754	43303792	ENSG00000163788	+
2__226864604__226867318__ENSG00000144468	2	226864604	226867318	ENSG00000144468	+
8__70213903__70216764__ENSG00000140396	8	70213903	70216764	ENSG00000140396	-
15__75859878__75873568__ENSG00000140367	15	75859878	75873568	ENSG00000140367	+
1__146986352__146990517__ENSG00000268043	1	146986352	146990517	ENSG00000268043	+
X__77652114__77656653__ENSG00000085224	X	77652114	77656653	ENSG00000085224	-
2__230357805__230361697__ENSG00000185404	2	230357805	230361697	ENSG00000185404	+
1__243613671__243843282__ENSG00000117020	1	243613671	243843282	ENSG00000117020	-
9__83682951__83686155__ENSG00000135018	9	83682951	83686155	ENSG00000135018	-
1__113834910__113855049__ENSG00000134242	1	113834910	113855049	ENSG00000134242	-
9__96458379__96465778__ENSG00000130956	9	96458379	96465778	ENSG00000130956	+
8__61680968__61684188__ENSG00000198363	8	61680968	61684188	ENSG00000198363	-
6__30650994__30651466__ENSG00000204564	6	30650994	30651466	ENSG00000204564	+
9__37126312__37147445__ENSG00000147905	9	37126312	37147445	ENSG00000147905	+
13__49451553__49451909__ENSG00000136169	13	49451553	49451909	ENSG00000136169	+
16__22349279__22349849__ENSG00000140743	16	22349279	22349849	ENSG00000140743	-
9__109050283__109050692__ENSG00000106771	9	109050283	109050692	ENSG00000106771	-
3__141553857__141559995__ENSG00000155903	3	141553857	141559995	ENSG00000155903	+
12__120154970__120155719__ENSG00000089154	12	120154970	120155719	ENSG00000089154	-
10__110124017__110132400__ENSG00000148700	10	110124017	110132400	ENSG00000148700	+
5__50402286__50411383__ENSG00000170571	5	50402286	50411383	ENSG00000170571	-
1__151166934__151167414__ENSG00000163156	1	151166934	151167414	ENSG00000163156	+
12__28255581__28259442__ENSG00000123106	12	28255581	28259442	ENSG00000123106	+
5__171392710__171392978__ENSG00000181163	5	171392710	171392978	ENSG00000181163	+
19__39453356__39453521__ENSG00000196235	19	39453356	39453521	ENSG00000196235	+
9__33971651__33973237__ENSG00000137073	9	33971651	33973237	ENSG00000137073	-
9__96458379__96471094__ENSG00000130956	9	96458379	96471094	ENSG00000130956	+
19__5604583__5604936__ENSG00000130254	19	5604583	5604936	ENSG00000130254	-
8__102360071__102361626__ENSG00000104517	8	102360071	102361626	ENSG00000104517	-
18__58696366__58700591__ENSG00000172175	18	58696366	58700591	ENSG00000172175	+
8__28155942__28162078__ENSG00000134014	8	28155942	28162078	ENSG00000134014	+
1__36361221__36362656__ENSG00000196182	1	36361221	36362656	ENSG00000196182	-
16__11846501__11847806__ENSG00000171490	16	11846501	11847806	ENSG00000171490	-
11__73707420__73718718__ENSG00000175582	11	73707420	73718718	ENSG00000175582	-
7__72890627__72891110__ENSG00000196313	7	72890627	72891110	ENSG00000196313	+
8__18011237__18011827__ENSG00000078674	8	18011237	18011827	ENSG00000078674	+
3__3137260__3144710__ENSG00000072756	3	3137260	3144710	ENSG00000072756	+
3__169976946__169988359__ENSG00000008952	3	169976946	169988359	ENSG00000008952	+
18__32111754__32113860__ENSG00000134758	18	32111754	32113860	ENSG00000134758	+
19__12928342__12928847__ENSG00000179115	19	12928342	12928847	ENSG00000179115	-
5__43161249__43161931__ENSG00000172262	5	43161249	43161931	ENSG00000172262	+
7__27785163__27785489__ENSG00000106052	7	27785163	27785489	ENSG00000106052	+
3__101671130__101672213__ENSG00000066422	3	101671130	101672213	ENSG00000066422	-
3__134188837__134195182__ENSG00000163785	3	134188837	134195182	ENSG00000163785	-
17__78004170__78031842__ENSG00000078687	17	78004170	78031842	ENSG00000078687	+
8__27294080__27294310__ENSG00000104228	8	27294080	27294310	ENSG00000104228	-
12__69800209__69801721__ENSG00000127328	12	69800209	69801721	ENSG00000127328	+
7__92294889__92307656__ENSG00000001629	7	92294889	92307656	ENSG00000001629	+
5__103096541__103097781__ENSG00000145723	5	103096541	103097781	ENSG00000145723	-
6__147205971__147239270__ENSG00000164506	6	147205971	147239270	ENSG00000164506	+
17__47402132__47414919__ENSG00000178852	17	47402132	47414919	ENSG00000178852	+
4__87046166__87047594__ENSG00000172493	4	87046166	87047594	ENSG00000172493	+
14__75109685__75110371__ENSG00000119638	14	75109685	75110371	ENSG00000119638	-
3__3156219__3174261__ENSG00000113851	3	3156219	3174261	ENSG00000113851	-
6__144537582__144539443__ENSG00000152818	6	144537582	144539443	ENSG00000152818	+
1__29035826__29039426__ENSG00000159023	1	29035826	29039426	ENSG00000159023	+
3__52737586__52741499__ENSG00000114904	3	52737586	52741499	ENSG00000114904	-
16__88027483__88038011__ENSG00000172530	16	88027483	88038011	ENSG00000172530	+
8__141253989__141254629__ENSG00000022567	8	141253989	141254629	ENSG00000022567	-
1__172551512__172557794__ENSG00000094975	1	172551512	172557794	ENSG00000094975	+
17__29684563__29703062__ENSG00000141298	17	29684563	29703062	ENSG00000141298	-
2__238182065__238185287__ENSG00000132323	2	238182065	238185287	ENSG00000132323	-
5__139614586__139614966__ENSG00000131508	5	139614586	139614966	ENSG00000131508	+
16__57164001__57173869__ENSG00000172775	16	57164001	57173869	ENSG00000172775	-
2__190900564__190924593__ENSG00000115419	2	190900564	190924593	ENSG00000115419	+
14__91342380__91343657__ENSG00000015133	14	91342380	91343657	ENSG00000015133	-
11__72984088__72989097__ENSG00000137478	11	72984088	72989097	ENSG00000137478	-
15__65178934__65180204__ENSG00000166855	15	65178934	65180204	ENSG00000166855	-
17__12054889__12081530__ENSG00000065559	17	12054889	12081530	ENSG00000065559	+
4__102580535__102582957__ENSG00000109320	4	102580535	102582957	ENSG00000109320	+
10__49500538__49506012__ENSG00000225830	10	49500538	49506012	ENSG00000225830	-
1__110891392__110892533__ENSG00000143119	1	110891392	110892533	ENSG00000143119	+
9__83679775__83686155__ENSG00000135018	9	83679775	83686155	ENSG00000135018	-
1__31915895__31919658__ENSG00000184007	1	31915895	31919658	ENSG00000184007	-
14__31133238__31133675__ENSG00000092148	14	31133238	31133675	ENSG00000092148	-
21__44855210__44861271__ENSG00000183255	21	44855210	44861271	ENSG00000183255	-
1__151024611__151025673__ENSG00000143363	1	151024611	151025673	ENSG00000143363	+
19__48633444__48633655__ENSG00000105516	19	48633444	48633655	ENSG00000105516	-
12__69589485__69592159__ENSG00000166226	12	69589485	69592159	ENSG00000166226	+
X__65075474__65075912__ENSG00000102053	X	65075474	65075912	ENSG00000102053	+
6__13639563__13644729__ENSG00000010017	6	13639563	13644729	ENSG00000010017	-
12__121780872__121781192__ENSG00000139725	12	121780872	121781192	ENSG00000139725	-
3__138570318__138571356__ENSG00000114107	3	138570318	138571356	ENSG00000114107	-
2__195680032__195683906__ENSG00000196950	2	195680032	195683906	ENSG00000196950	+
1__146987954__146992046__ENSG00000268043	1	146987954	146992046	ENSG00000268043	+
5__72861808__72865729__ENSG00000083312	5	72861808	72865729	ENSG00000083312	+
8__42325970__42329214__ENSG00000104365	8	42325970	42329214	ENSG00000104365	+
20__35714185__35725155__ENSG00000131051	20	35714185	35725155	ENSG00000131051	-
11__77619606__77629899__ENSG00000074201	11	77619606	77629899	ENSG00000074201	-
14__32090502__32094386__ENSG00000100852	14	32090502	32094386	ENSG00000100852	+
7__27629371__27649633__ENSG00000106049	7	27629371	27649633	ENSG00000106049	-
6__36524341__36540207__ENSG00000112079	6	36524341	36540207	ENSG00000112079	-
7__129014979__129018157__ENSG00000064419	7	129014979	129018157	ENSG00000064419	-
4__37631385__37638504__ENSG00000181826	4	37631385	37638504	ENSG00000181826	-
6__116689320__116705160__ENSG00000196911	6	116689320	116705160	ENSG00000196911	+
7__12224226__12229819__ENSG00000106460	7	12224226	12229819	ENSG00000106460	+
18__21765772__21779685__ENSG00000101752	18	21765772	21779685	ENSG00000101752	+
7__66993217__66994341__ENSG00000126524	7	66993217	66994341	ENSG00000126524	-
8__132722040__132757294__ENSG00000165071	8	132722040	132757294	ENSG00000165071	-
1__20757166__20773610__ENSG00000127483	1	20757166	20773610	ENSG00000127483	-
6__82214227__82214829__ENSG00000005700	6	82214227	82214829	ENSG00000005700	-
13__41369090__41372830__ENSG00000172766	13	41369090	41372830	ENSG00000172766	+
19__33113767__33114419__ENSG00000076650	19	33113767	33114419	ENSG00000076650	+
2__48328561__48346751__ENSG00000170802	2	48328561	48346751	ENSG00000170802	+
3__172247533__172251541__ENSG00000075420	3	172247533	172251541	ENSG00000075420	+
1__230954333__230961303__ENSG00000143643	1	230954333	230961303	ENSG00000143643	-
16__1809238__1809833__ENSG00000063854	16	1809238	1809833	ENSG00000063854	-
18__9208657__9221999__ENSG00000101745	18	9208657	9221999	ENSG00000101745	+
22__50372020__50394135__ENSG00000100239	22	50372020	50394135	ENSG00000100239	+
9__20413721__20414425__ENSG00000171843	9	20413721	20414425	ENSG00000171843	-
1__52477708__52481923__ENSG00000134744	1	52477708	52481923	ENSG00000134744	-
3__171188702__171194635__ENSG00000154310	3	171188702	171194635	ENSG00000154310	-
5__133091193__133092789__ENSG00000170606	5	133091193	133092789	ENSG00000170606	+
8__67251299__67259926__ENSG00000066777	8	67251299	67259926	ENSG00000066777	-
18__63280887__63281214__ENSG00000171791	18	63280887	63281214	ENSG00000171791	-
10__103438015__103438808__ENSG00000148843	10	103438015	103438808	ENSG00000148843	+
10__110964125__110985765__ENSG00000108061	10	110964125	110985765	ENSG00000108061	+
18__9195551__9221999__ENSG00000101745	18	9195551	9221999	ENSG00000101745	+
10__17704431__17705741__ENSG00000136738	10	17704431	17705741	ENSG00000136738	+
2__135675332__135680324__ENSG00000048991	2	135675332	135680324	ENSG00000048991	+
X__53614534__53615835__ENSG00000086758	X	53614534	53615835	ENSG00000086758	-
7__130120749__130122202__ENSG00000128607	7	130120749	130122202	ENSG00000128607	+
1__154172908__154173201__ENSG00000143549	1	154172908	154173201	ENSG00000143549	-
1__103565435__103575540__ENSG00000240038	1	103565435	103575540	ENSG00000240038	+
3__56660731__56673725__ENSG00000163946	3	56660731	56673725	ENSG00000163946	-
10__43154897__43158931__ENSG00000169826	10	43154897	43158931	ENSG00000169826	+
10__7276892__7285954__ENSG00000198879	10	7276892	7285954	ENSG00000198879	-
17__36952886__36953907__ENSG00000275700	17	36952886	36953907	ENSG00000275700	+
19__29971193__29986417__ENSG00000105176	19	29971193	29986417	ENSG00000105176	+
16__74459682__74463479__ENSG00000090863	16	74459682	74463479	ENSG00000090863	-
3__18415111__18420991__ENSG00000182568	3	18415111	18420991	ENSG00000182568	-
1__52509596__52526373__ENSG00000134744	1	52509596	52526373	ENSG00000134744	-
4__102714438__102726683__ENSG00000109323	4	102714438	102726683	ENSG00000109323	-
17__62033787__62035608__ENSG00000108510	17	62033787	62035608	ENSG00000108510	-
10__110596398__110598290__ENSG00000108055	10	110596398	110598290	ENSG00000108055	+
1__149655699__149669310__ENSG00000277147	1	149655699	149669310	ENSG00000277147	+
12__123586747__123590449__ENSG00000086598	12	123586747	123590449	ENSG00000086598	+
20__35729312__35732135__ENSG00000131051	20	35729312	35732135	ENSG00000131051	-
21__46349012__46349820__ENSG00000160299	21	46349012	46349820	ENSG00000160299	+
2__226864604__226914351__ENSG00000144468	2	226864604	226914351	ENSG00000144468	+
18__12999421__13019206__ENSG00000101639	18	12999421	13019206	ENSG00000101639	+
21__37420299__37472880__ENSG00000157540	21	37420299	37472880	ENSG00000157540	+
1__21715389__21721764__ENSG00000090686	1	21715389	21721764	ENSG00000090686	-
7__105073619__105077433__ENSG00000005483	7	105073619	105077433	ENSG00000005483	+
15__38502312__38505920__ENSG00000172575	15	38502312	38505920	ENSG00000172575	-
8__94537103__94538346__ENSG00000164944	8	94537103	94538346	ENSG00000164944	-
3__152414941__152432920__ENSG00000152601	3	152414941	152432920	ENSG00000152601	+
12__45926142__45928859__ENSG00000139218	12	45926142	45928859	ENSG00000139218	-
10__32451592__32474023__ENSG00000216937	10	32451592	32474023	ENSG00000216937	+
5__65528452__65529199__ENSG00000123219	5	65528452	65529199	ENSG00000123219	-
1__100424222__100442996__ENSG00000079335	1	100424222	100442996	ENSG00000079335	+
